"ts_code","symbol","name","area","industry","market","list_date"
"002185.SZ","002185","华天科技","甘肃","半导体","中小板","20071120"
"002186.SZ","002186","全聚德","北京","酒店餐饮","中小板","20071120"
"002187.SZ","002187","广百股份","广东","百货","中小板","20071122"
"002188.SZ","002188","*ST巴士","浙江","广告包装","中小板","20071122"
"002189.SZ","002189","中光学","河南","元器件","中小板","20071203"
"002190.SZ","002190","成飞集成","四川","汽车配件","中小板","20071203"
"002191.SZ","002191","劲嘉股份","深圳","广告包装","中小板","20071205"
"002192.SZ","002192","融捷股份","广东","小金属","中小板","20071205"
"002193.SZ","002193","如意集团","山东","纺织","中小板","20071207"
"002194.SZ","002194","武汉凡谷","湖北","通信设备","中小板","20071207"
"002195.SZ","002195","二三四五","上海","软件服务","中小板","20071212"
"002196.SZ","002196","方正电机","浙江","纺织机械","中小板","20071212"
"002197.SZ","002197","证通电子","深圳","电器仪表","中小板","20071218"
"002198.SZ","002198","嘉应制药","广东","中成药","中小板","20071218"
"002199.SZ","002199","东晶电子","浙江","元器件","中小板","20071221"
"002200.SZ","002200","ST云投","云南","环境保护","中小板","20071221"
"002201.SZ","002201","九鼎新材","江苏","玻璃","中小板","20071226"
"002202.SZ","002202","金风科技","新疆","电气设备","中小板","20071226"
"002203.SZ","002203","海亮股份","浙江","铜","中小板","20080116"
"002204.SZ","002204","大连重工","辽宁","专用机械","中小板","20080116"
"002205.SZ","002205","国统股份","新疆","其他建材","中小板","20080123"
"002206.SZ","002206","海利得","浙江","化纤","中小板","20080123"
"002207.SZ","002207","准油股份","新疆","石油开采","中小板","20080128"
"002208.SZ","002208","合肥城建","安徽","区域地产","中小板","20080128"
"002209.SZ","002209","达意隆","广东","轻工机械","中小板","20080130"
"002210.SZ","002210","*ST飞马","深圳","仓储物流","中小板","20080130"
"002211.SZ","002211","宏达新材","上海","橡胶","中小板","20080201"
"002212.SZ","002212","天融信","广东","软件服务","中小板","20080201"
"002213.SZ","002213","大为股份","深圳","汽车配件","中小板","20080201"
"002214.SZ","002214","大立科技","浙江","电器仪表","中小板","20080218"
"002215.SZ","002215","诺普信","深圳","农药化肥","中小板","20080218"
"002216.SZ","002216","三全食品","河南","食品","中小板","20080220"
"002217.SZ","002217","合力泰","福建","元器件","中小板","20080220"
"002218.SZ","002218","拓日新能","深圳","电气设备","中小板","20080228"
"002219.SZ","002219","*ST恒康","甘肃","中成药","中小板","20080306"
"002221.SZ","002221","东华能源","江苏","石油贸易","中小板","20080306"
"002222.SZ","002222","福晶科技","福建","元器件","中小板","20080319"
"002223.SZ","002223","鱼跃医疗","江苏","医疗保健","中小板","20080418"
"002224.SZ","002224","三力士","浙江","橡胶","中小板","20080425"
"002225.SZ","002225","濮耐股份","河南","其他建材","中小板","20080425"
"002226.SZ","002226","江南化工","安徽","化工原料","中小板","20080506"
"002227.SZ","002227","奥特迅","深圳","电气设备","中小板","20080506"
"002228.SZ","002228","合兴包装","福建","广告包装","中小板","20080508"
"002229.SZ","002229","鸿博股份","福建","广告包装","中小板","20080508"
"002230.SZ","002230","科大讯飞","安徽","软件服务","中小板","20080512"
"002231.SZ","002231","奥维通信","辽宁","通信设备","中小板","20080512"
"002232.SZ","002232","启明信息","吉林","软件服务","中小板","20080509"
"002233.SZ","002233","塔牌集团","广东","水泥","中小板","20080516"
"002234.SZ","002234","民和股份","山东","农业综合","中小板","20080516"
"002235.SZ","002235","安妮股份","福建","互联网","中小板","20080516"
"002236.SZ","002236","大华股份","浙江","电器仪表","中小板","20080520"
"002237.SZ","002237","恒邦股份","山东","黄金","中小板","20080520"
"002238.SZ","002238","天威视讯","深圳","影视音像","中小板","20080526"
"002239.SZ","002239","奥特佳","江苏","汽车配件","中小板","20080522"
"002240.SZ","002240","盛新锂能","深圳","小金属","中小板","20080523"
"002241.SZ","002241","歌尔股份","山东","元器件","中小板","20080522"
"002242.SZ","002242","九阳股份","山东","家用电器","中小板","20080528"
"002243.SZ","002243","力合科创","深圳","塑料","中小板","20080528"
"002244.SZ","002244","滨江集团","浙江","区域地产","中小板","20080529"
"002245.SZ","002245","蔚蓝锂芯","江苏","电气设备","中小板","20080605"
"002246.SZ","002246","北化股份","四川","化工原料","中小板","20080605"
"002247.SZ","002247","聚力文化","浙江","造纸","中小板","20080612"
"002248.SZ","002248","华东数控","山东","机床制造","中小板","20080612"
"002249.SZ","002249","大洋电机","广东","电气设备","中小板","20080619"
"002250.SZ","002250","联化科技","浙江","化工原料","中小板","20080619"
"002251.SZ","002251","步步高","湖南","超市连锁","中小板","20080619"
"002252.SZ","002252","上海莱士","上海","生物制药","中小板","20080623"
"002253.SZ","002253","川大智胜","四川","软件服务","中小板","20080623"
"002254.SZ","002254","泰和新材","山东","化纤","中小板","20080625"
"002255.SZ","002255","海陆重工","江苏","专用机械","中小板","20080625"
"002256.SZ","002256","兆新股份","深圳","新型电力","中小板","20080625"
"002258.SZ","002258","利尔化学","四川","农药化肥","中小板","20080708"
"002259.SZ","002259","*ST升达","四川","供气供热","中小板","20080716"
"002261.SZ","002261","拓维信息","湖南","互联网","中小板","20080723"
"002262.SZ","002262","恩华药业","江苏","化学制药","中小板","20080723"
"002263.SZ","002263","大东南","浙江","塑料","中小板","20080728"
"002264.SZ","002264","新华都","福建","超市连锁","中小板","20080731"
"002265.SZ","002265","西仪股份","云南","汽车配件","中小板","20080806"
"002266.SZ","002266","浙富控股","浙江","环境保护","中小板","20080806"
"002267.SZ","002267","陕天然气","陕西","供气供热","中小板","20080813"
"002268.SZ","002268","卫士通","四川","软件服务","中小板","20080811"
"002269.SZ","002269","美邦服饰","上海","服饰","中小板","20080828"
"002270.SZ","002270","华明装备","山东","电气设备","中小板","20080905"
"002271.SZ","002271","东方雨虹","北京","其他建材","中小板","20080910"
"002272.SZ","002272","川润股份","四川","机械基件","中小板","20080919"
"002273.SZ","002273","水晶光电","浙江","元器件","中小板","20080919"
"002274.SZ","002274","华昌化工","江苏","农药化肥","中小板","20080925"
"002275.SZ","002275","桂林三金","广西","中成药","中小板","20090710"
"002276.SZ","002276","万马股份","浙江","电气设备","中小板","20090710"
"002277.SZ","002277","友阿股份","湖南","百货","中小板","20090717"
"002278.SZ","002278","神开股份","上海","化工机械","中小板","20090811"
"002279.SZ","002279","久其软件","北京","软件服务","中小板","20090811"
"002280.SZ","002280","联络互动","浙江","软件服务","中小板","20090821"
"002281.SZ","002281","光迅科技","湖北","通信设备","中小板","20090821"
"002282.SZ","002282","博深股份","河北","轻工机械","中小板","20090821"
"002283.SZ","002283","天润工业","山东","汽车配件","中小板","20090821"
"002284.SZ","002284","亚太股份","浙江","汽车配件","中小板","20090828"
"002285.SZ","002285","世联行","深圳","房产服务","中小板","20090828"
"002286.SZ","002286","保龄宝","山东","食品","中小板","20090828"
"002287.SZ","002287","奇正藏药","西藏","中成药","中小板","20090828"
"002288.SZ","002288","超华科技","广东","元器件","中小板","20090903"
"002289.SZ","002289","宇顺电子","深圳","元器件","中小板","20090903"
"002290.SZ","002290","禾盛新材","江苏","家用电器","中小板","20090903"
"002291.SZ","002291","星期六","广东","服饰","中小板","20090903"
"002292.SZ","002292","奥飞娱乐","广东","影视音像","中小板","20090910"
"002293.SZ","002293","罗莱生活","江苏","纺织","中小板","20090910"
"002294.SZ","002294","信立泰","深圳","化学制药","中小板","20090910"
"002295.SZ","002295","精艺股份","广东","铜","中小板","20090929"
"002296.SZ","002296","辉煌科技","河南","通信设备","中小板","20090929"
"002297.SZ","002297","博云新材","湖南","矿物制品","中小板","20090929"
"002298.SZ","002298","中电兴发","安徽","软件服务","中小板","20090929"
"002299.SZ","002299","圣农发展","福建","农业综合","中小板","20091021"
"002300.SZ","002300","太阳电缆","福建","电气设备","中小板","20091021"
"002301.SZ","002301","齐心集团","深圳","文教休闲","中小板","20091021"
"002302.SZ","002302","西部建设","新疆","水泥","中小板","20091103"
"002303.SZ","002303","美盈森","深圳","造纸","中小板","20091103"
"002304.SZ","002304","洋河股份","江苏","白酒","中小板","20091106"
"002305.SZ","002305","南国置业","湖北","区域地产","中小板","20091106"
"002306.SZ","002306","中科云网","北京","互联网","中小板","20091111"
"002307.SZ","002307","北新路桥","新疆","建筑工程","中小板","20091111"
"002308.SZ","002308","威创股份","广东","IT设备","中小板","20091127"
"002309.SZ","002309","中利集团","江苏","电气设备","中小板","20091127"
"002310.SZ","002310","东方园林","北京","建筑工程","中小板","20091127"
"002311.SZ","002311","海大集团","广东","饲料","中小板","20091127"
"002312.SZ","002312","川发龙蟒","四川","化工原料","中小板","20091203"
"002313.SZ","002313","日海智能","深圳","通信设备","中小板","20091203"
"002314.SZ","002314","南山控股","深圳","区域地产","中小板","20091203"
"002315.SZ","002315","焦点科技","江苏","互联网","中小板","20091209"
"002316.SZ","002316","亚联发展","深圳","软件服务","中小板","20091209"
"002317.SZ","002317","众生药业","广东","中成药","中小板","20091211"
"002318.SZ","002318","久立特材","浙江","特种钢","中小板","20091211"
"002319.SZ","002319","乐通股份","广东","染料涂料","中小板","20091211"
"002320.SZ","002320","海峡股份","海南","水运","中小板","20091216"
"002321.SZ","002321","*ST华英","河南","农业综合","中小板","20091216"
"002322.SZ","002322","理工环科","浙江","软件服务","中小板","20091218"
"002323.SZ","002323","*ST雅博","山东","建筑工程","中小板","20091218"
"002324.SZ","002324","普利特","上海","塑料","中小板","20091218"
"002325.SZ","002325","洪涛股份","深圳","装修装饰","中小板","20091222"
"002326.SZ","002326","永太科技","浙江","化工原料","中小板","20091222"
"002327.SZ","002327","富安娜","深圳","纺织","中小板","20091230"
"002328.SZ","002328","新朋股份","上海","汽车配件","中小板","20091230"
"002329.SZ","002329","皇氏集团","广西","乳制品","中小板","20100106"
"002330.SZ","002330","得利斯","山东","食品","中小板","20100106"
"002331.SZ","002331","皖通科技","安徽","软件服务","中小板","20100106"
"002332.SZ","002332","仙琚制药","浙江","生物制药","中小板","20100112"
"002333.SZ","002333","罗普斯金","江苏","铝","中小板","20100112"
"002334.SZ","002334","英威腾","深圳","电气设备","中小板","20100113"
"002335.SZ","002335","科华数据","福建","电气设备","中小板","20100113"
"002336.SZ","002336","人人乐","深圳","超市连锁","中小板","20100113"
"002337.SZ","002337","赛象科技","天津","化工机械","中小板","20100115"
"002338.SZ","002338","奥普光电","吉林","电器仪表","中小板","20100115"
"002339.SZ","002339","积成电子","山东","电气设备","中小板","20100122"
"002340.SZ","002340","格林美","深圳","小金属","中小板","20100122"
"002341.SZ","002341","新纶科技","深圳","化工原料","中小板","20100122"
"002342.SZ","002342","巨力索具","河北","机械基件","中小板","20100126"
"002343.SZ","002343","慈文传媒","浙江","影视音像","中小板","20100126"
"002344.SZ","002344","海宁皮城","浙江","商品城","中小板","20100126"
"002345.SZ","002345","潮宏基","广东","服饰","中小板","20100128"
"002346.SZ","002346","柘中股份","上海","电气设备","中小板","20100128"
"002347.SZ","002347","泰尔股份","安徽","机械基件","中小板","20100128"
"002348.SZ","002348","高乐股份","广东","文教休闲","中小板","20100203"
"002349.SZ","002349","精华制药","江苏","中成药","中小板","20100203"
"002350.SZ","002350","北京科锐","北京","电气设备","中小板","20100203"
"002351.SZ","002351","漫步者","深圳","IT设备","中小板","20100205"
"002352.SZ","002352","顺丰控股","深圳","仓储物流","中小板","20100205"
"002353.SZ","002353","杰瑞股份","山东","化工机械","中小板","20100205"
"002354.SZ","002354","天神娱乐","辽宁","互联网","中小板","20100209"
"002355.SZ","002355","兴民智通","山东","汽车配件","中小板","20100209"
"002356.SZ","002356","*ST赫美","深圳","其他商业","中小板","20100209"
"002357.SZ","002357","富临运业","四川","公路","中小板","20100210"
"002358.SZ","002358","ST森源","河南","电气设备","中小板","20100210"
"002360.SZ","002360","同德化工","山西","化工原料","中小板","20100303"
"002361.SZ","002361","神剑股份","安徽","化工原料","中小板","20100303"
"002362.SZ","002362","汉王科技","北京","软件服务","中小板","20100303"
"002363.SZ","002363","隆基机械","山东","汽车配件","中小板","20100305"
"002364.SZ","002364","中恒电气","浙江","电气设备","中小板","20100305"
"002365.SZ","002365","永安药业","湖北","化学制药","中小板","20100305"
"002366.SZ","002366","台海核电","四川","专用机械","中小板","20100312"
"002367.SZ","002367","康力电梯","江苏","运输设备","中小板","20100312"
"002368.SZ","002368","太极股份","北京","软件服务","中小板","20100312"
"002369.SZ","002369","卓翼科技","深圳","通信设备","中小板","20100316"
"002370.SZ","002370","亚太药业","浙江","化学制药","中小板","20100316"
"002371.SZ","002371","北方华创","北京","半导体","中小板","20100316"
"002372.SZ","002372","伟星新材","浙江","其他建材","中小板","20100318"
"002373.SZ","002373","千方科技","北京","软件服务","中小板","20100318"
"002374.SZ","002374","中锐股份","山东","广告包装","中小板","20100318"
"002375.SZ","002375","亚厦股份","浙江","装修装饰","中小板","20100323"
"002376.SZ","002376","新北洋","山东","IT设备","中小板","20100323"
"002377.SZ","002377","国创高新","湖北","房产服务","中小板","20100323"
"002378.SZ","002378","章源钨业","江西","小金属","中小板","20100331"
"002379.SZ","002379","宏创控股","山东","铝","中小板","20100331"
"002380.SZ","002380","科远智慧","江苏","电气设备","中小板","20100331"
"002381.SZ","002381","双箭股份","浙江","橡胶","中小板","20100402"
"002382.SZ","002382","蓝帆医疗","山东","医疗保健","中小板","20100402"
"002383.SZ","002383","合众思壮","北京","通信设备","中小板","20100402"
"002384.SZ","002384","东山精密","江苏","元器件","中小板","20100409"
"002385.SZ","002385","大北农","北京","饲料","中小板","20100409"
"002386.SZ","002386","天原股份","四川","化工原料","中小板","20100409"
"002387.SZ","002387","维信诺","广东","元器件","中小板","20100413"
"002388.SZ","002388","新亚制程","深圳","元器件","中小板","20100413"
"002389.SZ","002389","航天彩虹","浙江","元器件","中小板","20100413"
"002390.SZ","002390","信邦制药","贵州","中成药","中小板","20100416"
"002391.SZ","002391","长青股份","江苏","农药化肥","中小板","20100416"
"002392.SZ","002392","北京利尔","北京","其他建材","中小板","20100423"
"002393.SZ","002393","力生制药","天津","化学制药","中小板","20100423"
"002394.SZ","002394","联发股份","江苏","纺织","中小板","20100423"
"002395.SZ","002395","双象股份","江苏","塑料","中小板","20100429"
"002396.SZ","002396","星网锐捷","福建","通信设备","中小板","20100623"
"002397.SZ","002397","梦洁股份","湖南","纺织","中小板","20100429"
"002398.SZ","002398","垒知集团","福建","其他建材","中小板","20100506"
"002399.SZ","002399","海普瑞","深圳","化学制药","中小板","20100506"
"002400.SZ","002400","省广集团","广东","广告包装","中小板","20100506"
"002401.SZ","002401","中远海科","上海","软件服务","中小板","20100506"
"002402.SZ","002402","和而泰","深圳","元器件","中小板","20100511"
"002403.SZ","002403","爱仕达","浙江","家用电器","中小板","20100511"
"002404.SZ","002404","嘉欣丝绸","浙江","纺织","中小板","20100511"
"002405.SZ","002405","四维图新","北京","软件服务","中小板","20100518"
"002406.SZ","002406","远东传动","河南","汽车配件","中小板","20100518"
"002407.SZ","002407","多氟多","河南","化工原料","中小板","20100518"
"002408.SZ","002408","齐翔腾达","山东","化工原料","中小板","20100518"
"002409.SZ","002409","雅克科技","江苏","化工原料","中小板","20100525"
"002410.SZ","002410","广联达","北京","软件服务","中小板","20100525"
"002411.SZ","002411","延安必康","陕西","化学制药","中小板","20100525"
"002412.SZ","002412","汉森制药","湖南","中成药","中小板","20100525"
"002413.SZ","002413","雷科防务","江苏","通信设备","中小板","20100528"
"002414.SZ","002414","高德红外","湖北","电器仪表","中小板","20100716"
"002415.SZ","002415","海康威视","浙江","电器仪表","中小板","20100528"
"002416.SZ","002416","爱施德","深圳","电器连锁","中小板","20100528"
"002417.SZ","002417","深南股份","江苏","软件服务","中小板","20100601"
"002418.SZ","002418","康盛股份","浙江","机械基件","中小板","20100601"
"002419.SZ","002419","天虹股份","深圳","百货","中小板","20100601"
"002420.SZ","002420","毅昌股份","广东","塑料","中小板","20100601"
"002421.SZ","002421","达实智能","深圳","软件服务","中小板","20100603"
"002422.SZ","002422","科伦药业","四川","化学制药","中小板","20100603"
"002423.SZ","002423","中粮资本","河南","保险","中小板","20100603"
"002424.SZ","002424","贵州百灵","贵州","中成药","中小板","20100603"
"002425.SZ","002425","凯撒文化","广东","互联网","中小板","20100608"
"002426.SZ","002426","胜利精密","江苏","元器件","中小板","20100608"
"002427.SZ","002427","ST尤夫","浙江","化纤","中小板","20100608"
"002428.SZ","002428","云南锗业","云南","小金属","中小板","20100608"
"002429.SZ","002429","兆驰股份","深圳","家用电器","中小板","20100610"
"002430.SZ","002430","杭氧股份","浙江","化工机械","中小板","20100610"
"002431.SZ","002431","棕榈股份","广东","建筑工程","中小板","20100610"
"002432.SZ","002432","九安医疗","天津","医疗保健","中小板","20100610"
"002433.SZ","002433","太安堂","广东","中成药","中小板","20100618"
"002434.SZ","002434","万里扬","浙江","汽车配件","中小板","20100618"
"002435.SZ","002435","长江健康","江苏","化学制药","中小板","20100618"
"002436.SZ","002436","兴森科技","深圳","元器件","中小板","20100618"
"002437.SZ","002437","誉衡药业","黑龙江","化学制药","中小板","20100623"
"002438.SZ","002438","江苏神通","江苏","机械基件","中小板","20100623"
"002439.SZ","002439","启明星辰","北京","软件服务","中小板","20100623"
"002440.SZ","002440","闰土股份","浙江","染料涂料","中小板","20100706"
"002441.SZ","002441","众业达","广东","批发业","中小板","20100706"
"002442.SZ","002442","龙星化工","河北","化工原料","中小板","20100706"
"002443.SZ","002443","金洲管道","浙江","钢加工","中小板","20100706"
"002444.SZ","002444","巨星科技","浙江","轻工机械","中小板","20100713"
"002445.SZ","002445","中南文化","江苏","影视音像","中小板","20100713"
"002446.SZ","002446","盛路通信","广东","通信设备","中小板","20100713"
"002447.SZ","002447","*ST晨鑫","辽宁","互联网","中小板","20100713"
"002448.SZ","002448","中原内配","河南","汽车配件","中小板","20100716"
"002449.SZ","002449","国星光电","广东","半导体","中小板","20100716"
"002451.SZ","002451","摩恩电气","上海","电气设备","中小板","20100720"
"002452.SZ","002452","长高集团","湖南","电气设备","中小板","20100720"
"002453.SZ","002453","华软科技","江苏","软件服务","中小板","20100720"
"002454.SZ","002454","松芝股份","上海","汽车配件","中小板","20100720"
"002455.SZ","002455","百川股份","江苏","化工原料","中小板","20100803"
"002456.SZ","002456","欧菲光","深圳","元器件","中小板","20100803"
"002457.SZ","002457","青龙管业","宁夏","塑料","中小板","20100803"
"002458.SZ","002458","益生股份","山东","农业综合","中小板","20100810"
"002459.SZ","002459","晶澳科技","河北","电气设备","中小板","20100810"
"002460.SZ","002460","赣锋锂业","江西","小金属","中小板","20100810"
"002461.SZ","002461","珠江啤酒","广东","啤酒","中小板","20100818"
"002462.SZ","002462","嘉事堂","北京","医药商业","中小板","20100818"
"002463.SZ","002463","沪电股份","江苏","元器件","中小板","20100818"
"002464.SZ","002464","*ST众应","江苏","互联网","中小板","20100831"
"002465.SZ","002465","海格通信","广东","通信设备","中小板","20100831"
"002466.SZ","002466","天齐锂业","四川","小金属","中小板","20100831"
"002467.SZ","002467","二六三","北京","电信运营","中小板","20100908"
"002468.SZ","002468","申通快递","浙江","仓储物流","中小板","20100908"
"002469.SZ","002469","三维化学","山东","化工原料","中小板","20100908"
"002470.SZ","002470","*ST金正","山东","农药化肥","中小板","20100908"
"002471.SZ","002471","中超控股","江苏","电气设备","中小板","20100910"
"002472.SZ","002472","双环传动","浙江","机械基件","中小板","20100910"
"002473.SZ","002473","*ST圣莱","浙江","家用电器","中小板","20100910"
"002474.SZ","002474","榕基软件","福建","软件服务","中小板","20100915"
"002475.SZ","002475","立讯精密","深圳","元器件","中小板","20100915"
"002476.SZ","002476","宝莫股份","山东","化工原料","中小板","20100915"
"002478.SZ","002478","常宝股份","江苏","钢加工","中小板","20100921"
"002479.SZ","002479","富春环保","浙江","火力发电","中小板","20100921"
"002480.SZ","002480","新筑股份","四川","机械基件","中小板","20100921"
"002481.SZ","002481","双塔食品","山东","食品","中小板","20100921"
"002482.SZ","002482","广田集团","深圳","装修装饰","中小板","20100929"
"002483.SZ","002483","润邦股份","江苏","工程机械","中小板","20100929"
"002484.SZ","002484","江海股份","江苏","元器件","中小板","20100929"
"002485.SZ","002485","希努尔","山东","服饰","中小板","20101015"
"002486.SZ","002486","嘉麟杰","上海","服饰","中小板","20101015"
"002487.SZ","002487","大金重工","辽宁","钢加工","中小板","20101015"
"002488.SZ","002488","金固股份","浙江","汽车配件","中小板","20101021"
"002489.SZ","002489","浙江永强","浙江","家居用品","中小板","20101021"
"002490.SZ","002490","山东墨龙","山东","化工机械","中小板","20101021"
"002491.SZ","002491","通鼎互联","江苏","通信设备","中小板","20101021"
"002492.SZ","002492","恒基达鑫","广东","仓储物流","中小板","20101102"
"002493.SZ","002493","荣盛石化","浙江","化纤","中小板","20101102"
"002494.SZ","002494","华斯股份","河北","服饰","中小板","20101102"
"002495.SZ","002495","佳隆股份","广东","食品","中小板","20101102"
"002496.SZ","002496","ST辉丰","江苏","农药化肥","中小板","20101109"
"002497.SZ","002497","雅化集团","四川","化工原料","中小板","20101109"
"002498.SZ","002498","汉缆股份","山东","电气设备","中小板","20101109"
"002499.SZ","002499","*ST科林","江苏","环境保护","中小板","20101109"
"002500.SZ","002500","山西证券","山西","证券","中小板","20101115"
"002501.SZ","002501","*ST利源","吉林","铝","中小板","20101117"
"002502.SZ","002502","鼎龙文化","广东","影视音像","中小板","20101117"
"002503.SZ","002503","搜于特","广东","服饰","中小板","20101117"
"002504.SZ","002504","ST弘高","北京","装修装饰","中小板","20101118"
"002505.SZ","002505","鹏都农牧","湖南","农业综合","中小板","20101118"
"002506.SZ","002506","协鑫集成","上海","电气设备","中小板","20101118"
"002507.SZ","002507","涪陵榨菜","重庆","食品","中小板","20101123"
"002508.SZ","002508","老板电器","浙江","家用电器","中小板","20101123"
"002510.SZ","002510","天汽模","天津","汽车配件","中小板","20101125"
"002511.SZ","002511","中顺洁柔","广东","造纸","中小板","20101125"
"002512.SZ","002512","达华智能","福建","元器件","中小板","20101203"
"002513.SZ","002513","蓝丰生化","江苏","农药化肥","中小板","20101203"
"002514.SZ","002514","宝馨科技","江苏","机械基件","中小板","20101203"
"002515.SZ","002515","金字火腿","浙江","食品","中小板","20101203"
"002516.SZ","002516","旷达科技","江苏","纺织","中小板","20101207"
"002517.SZ","002517","恺英网络","福建","互联网","中小板","20101207"
"002518.SZ","002518","科士达","深圳","电气设备","中小板","20101207"
"002519.SZ","002519","银河电子","江苏","通信设备","中小板","20101207"
"002520.SZ","002520","日发精机","浙江","机床制造","中小板","20101210"
"002521.SZ","002521","齐峰新材","山东","造纸","中小板","20101210"
"002522.SZ","002522","浙江众成","浙江","塑料","中小板","20101210"
"002523.SZ","002523","天桥起重","湖南","工程机械","中小板","20101210"
"002524.SZ","002524","光正眼科","新疆","医疗保健","中小板","20101217"
"002526.SZ","002526","山东矿机","山东","工程机械","中小板","20101217"
"002527.SZ","002527","新时达","上海","电器仪表","中小板","20101224"
"002528.SZ","002528","英飞拓","深圳","IT设备","中小板","20101224"
"002529.SZ","002529","海源复材","福建","专用机械","中小板","20101224"
"002530.SZ","002530","金财互联","江苏","软件服务","中小板","20101231"
"002531.SZ","002531","天顺风能","江苏","电气设备","中小板","20101231"
"002532.SZ","002532","天山铝业","浙江","铝","中小板","20101231"
"002533.SZ","002533","金杯电工","湖南","电气设备","中小板","20101231"
"002534.SZ","002534","杭锅股份","浙江","专用机械","中小板","20110110"
"002535.SZ","002535","ST林重","河南","工程机械","中小板","20110111"
"002536.SZ","002536","飞龙股份","河南","汽车配件","中小板","20110111"
"002537.SZ","002537","海联金汇","山东","汽车整车","中小板","20110110"
"002538.SZ","002538","司尔特","安徽","农药化肥","中小板","20110118"
"002539.SZ","002539","云图控股","四川","农药化肥","中小板","20110118"
"002540.SZ","002540","亚太科技","江苏","铝","中小板","20110118"
"002541.SZ","002541","鸿路钢构","安徽","钢加工","中小板","20110118"
"002542.SZ","002542","中化岩土","北京","建筑工程","中小板","20110128"
"002543.SZ","002543","万和电气","广东","家用电器","中小板","20110128"
"002544.SZ","002544","杰赛科技","广东","软件服务","中小板","20110128"
"002545.SZ","002545","东方铁塔","山东","钢加工","中小板","20110211"
"002546.SZ","002546","新联电子","江苏","电气设备","中小板","20110211"
"002547.SZ","002547","春兴精工","江苏","通信设备","中小板","20110218"
"002548.SZ","002548","金新农","深圳","饲料","中小板","20110218"
"002549.SZ","002549","凯美特气","湖南","环境保护","中小板","20110218"
"002550.SZ","002550","千红制药","江苏","生物制药","中小板","20110218"
"002551.SZ","002551","尚荣医疗","深圳","医疗保健","中小板","20110225"
"002552.SZ","002552","宝鼎科技","浙江","机械基件","中小板","20110225"
"002553.SZ","002553","南方轴承","江苏","汽车配件","中小板","20110225"
"002554.SZ","002554","惠博普","湖南","石油开采","中小板","20110225"
"002555.SZ","002555","三七互娱","安徽","互联网","中小板","20110302"
"002556.SZ","002556","辉隆股份","安徽","其他商业","中小板","20110302"
"002557.SZ","002557","洽洽食品","安徽","食品","中小板","20110302"
"002558.SZ","002558","巨人网络","重庆","互联网","中小板","20110302"
"002559.SZ","002559","亚威股份","江苏","机床制造","中小板","20110303"
"002560.SZ","002560","通达股份","河南","电气设备","中小板","20110303"
"002561.SZ","002561","徐家汇","上海","百货","中小板","20110303"
"002562.SZ","002562","兄弟科技","浙江","化学制药","中小板","20110310"
"002563.SZ","002563","森马服饰","浙江","服饰","中小板","20110311"
"002564.SZ","002564","天沃科技","江苏","建筑工程","中小板","20110310"
"002565.SZ","002565","顺灏股份","上海","造纸","中小板","20110318"
"002566.SZ","002566","益盛药业","吉林","中成药","中小板","20110318"
"002567.SZ","002567","唐人神","湖南","饲料","中小板","20110325"
"002568.SZ","002568","百润股份","上海","红黄酒","中小板","20110325"
"002569.SZ","002569","ST步森","浙江","服饰","中小板","20110412"
"002570.SZ","002570","贝因美","浙江","乳制品","中小板","20110412"
"002571.SZ","002571","德力股份","安徽","玻璃","中小板","20110412"
"002572.SZ","002572","索菲亚","广东","家居用品","中小板","20110412"
"002573.SZ","002573","清新环境","北京","环境保护","中小板","20110422"
"002574.SZ","002574","明牌珠宝","浙江","服饰","中小板","20110422"
"002575.SZ","002575","*ST群兴","广东","文教休闲","中小板","20110422"
"002576.SZ","002576","通达动力","江苏","电气设备","中小板","20110428"
"002577.SZ","002577","雷柏科技","深圳","IT设备","中小板","20110428"
"002578.SZ","002578","闽发铝业","福建","铝","中小板","20110428"
"002579.SZ","002579","中京电子","广东","元器件","中小板","20110506"
"002580.SZ","002580","圣阳股份","山东","电气设备","中小板","20110506"
"002581.SZ","002581","未名医药","山东","生物制药","中小板","20110520"
"002582.SZ","002582","好想你","河南","食品","中小板","20110520"
"002583.SZ","002583","海能达","深圳","通信设备","中小板","20110527"
"002584.SZ","002584","西陇科学","广东","化工原料","中小板","20110602"
"002585.SZ","002585","双星新材","江苏","塑料","中小板","20110602"
"002586.SZ","002586","*ST围海","浙江","建筑工程","中小板","20110602"
"002587.SZ","002587","奥拓电子","深圳","元器件","中小板","20110610"
"002588.SZ","002588","史丹利","山东","农药化肥","中小板","20110610"
"002589.SZ","002589","瑞康医药","山东","医药商业","中小板","20110610"
"002590.SZ","002590","万安科技","浙江","汽车配件","中小板","20110610"
"002591.SZ","002591","恒大高新","江西","化工原料","中小板","20110621"
"002592.SZ","002592","ST八菱","广西","汽车配件","中小板","20111111"
"002593.SZ","002593","日上集团","福建","汽车配件","中小板","20110628"
"002594.SZ","002594","比亚迪","深圳","汽车整车","中小板","20110630"
"002595.SZ","002595","豪迈科技","山东","专用机械","中小板","20110628"
"002596.SZ","002596","海南瑞泽","海南","其他建材","中小板","20110707"
"002597.SZ","002597","金禾实业","安徽","食品","中小板","20110707"
"002598.SZ","002598","山东章鼓","山东","机械基件","中小板","20110707"
"002599.SZ","002599","盛通股份","北京","广告包装","中小板","20110715"
